Product_Code;Warehouse;Month;Order_Demand
Product_1241;Whse_C;1;33000
Product_1407;Whse_J;1;3000
Product_0098;Whse_J;1;61000
Product_1269;Whse_J;1;127000
Product_1270;Whse_J;1;47000
Product_1247;Whse_J;1;27000
Product_1233;Whse_J;1;67000
Product_2042;Whse_J;1;50000
Product_1479;Whse_S;1;45000
Product_1556;Whse_J;1;10000
Product_1904;Whse_S;1;42000
Product_1404;Whse_J;1;11000
Product_0980;Whse_S;1;3000
Product_1431;Whse_C;1;70000
Product_0070;Whse_S;1;15000
Product_1216;Whse_S;1;12000
Product_1348;Whse_S;1;2000
Product_0979;Whse_S;1;11100
Product_1461;Whse_J;1;1100
Product_1312;Whse_S;1;1400
Product_1766;Whse_C;1;2000
Product_0070;Whse_J;1;174000
Product_1839;Whse_A;1;3000
Product_0084;Whse_S;1;290000
Product_1766;Whse_S;1;9000
Product_1970;Whse_C;1;1000
Product_1435;Whse_S;1;10000
Product_1387;Whse_A;1;15000
Product_0980;Whse_J;1;19700
Product_1435;Whse_A;1;13000
Product_1242;Whse_S;1;3000
Product_1267;Whse_J;1;1000
Product_1624;Whse_J;1;91000
Product_1521;Whse_S;1;5000
Product_0012;Whse_C;1;1000
Product_1520;Whse_C;1;1000
Product_1387;Whse_C;1;300
Product_1393;Whse_C;1;4000
Product_1512;Whse_J;2;222200
Product_0083;Whse_C;2;390000
Product_0981;Whse_J;2;18600
Product_1286;Whse_J;2;1844200
Product_1359;Whse_J;2;8131000
Product_1274;Whse_J;2;2083000
Product_1439;Whse_C;2;151000
Product_1270;Whse_C;2;24000
Product_1431;Whse_S;2;916000
Product_0082;Whse_J;2;264000
Product_1287;Whse_J;2;1198600
Product_1295;Whse_J;2;1863200
Product_1378;Whse_J;2;1047300
Product_1456;Whse_J;2;344350
Product_1151;Whse_J;2;330000
Product_1262;Whse_J;2;365000
Product_1356;Whse_J;2;445000
Product_1432;Whse_C;2;523000
Product_0033;Whse_S;2;541500
Product_0021;Whse_S;2;56000
Product_0033;Whse_J;2;184000
Product_0031;Whse_J;2;94700
Product_1216;Whse_J;2;272000
Product_0066;Whse_J;2;107000
Product_1263;Whse_S;2;303000
Product_0012;Whse_J;2;67000
Product_1355;Whse_J;2;181000
Product_1241;Whse_J;2;1092000
Product_1381;Whse_J;2;621900
Product_1316;Whse_J;2;143900
Product_1264;Whse_J;2;744000
Product_1360;Whse_J;2;1162000
Product_1432;Whse_J;2;372000
Product_1451;Whse_J;2;1571000
Product_1356;Whse_S;2;79000
Product_1294;Whse_J;2;1247700
Product_1377;Whse_J;2;895400
Product_1256;Whse_J;2;148200
Product_1315;Whse_J;2;165900
Product_0016;Whse_J;2;80800
Product_1556;Whse_J;2;62000
Product_1016;Whse_J;2;1198000
Product_1023;Whse_J;2;111000
Product_0083;Whse_J;2;292000
Product_0098;Whse_J;2;81000
Product_1159;Whse_J;2;160000
Product_1430;Whse_J;2;395400
Product_1393;Whse_J;2;129000
Product_1242;Whse_J;2;41000
Product_1521;Whse_J;2;105000
Product_1152;Whse_J;2;150000
Product_1479;Whse_J;2;281000
Product_1452;Whse_J;2;320900
Product_1458;Whse_J;2;67000
Product_0979;Whse_J;2;46000
Product_1222;Whse_J;2;105000
Product_1526;Whse_J;2;274000
Product_1264;Whse_S;2;33000
Product_0387;Whse_S;2;21000
Product_1224;Whse_S;2;10000
Product_1521;Whse_A;2;26000
Product_1823;Whse_J;2;55000
Product_1839;Whse_J;2;136000
Product_1158;Whse_J;2;290000
Product_1450;Whse_J;2;117000
Product_1198;Whse_J;2;52000
Product_1312;Whse_J;2;65300
Product_0931;Whse_J;2;395000
Product_0933;Whse_J;2;170000
Product_1463;Whse_J;2;120100
Product_1350;Whse_J;2;748000
Product_1403;Whse_J;2;274000
Product_1470;Whse_J;2;36900
Product_1554;Whse_J;2;395100
Product_1555;Whse_J;2;250100
Product_1382;Whse_J;2;1087700
Product_1248;Whse_J;2;6477000
Product_1455;Whse_J;2;330200
Product_1282;Whse_J;2;180000
Product_1135;Whse_J;2;112000
Product_1970;Whse_J;2;242000
Product_1299;Whse_A;2;29700
Product_1469;Whse_A;2;5200
Product_0979;Whse_A;2;66300
Product_0984;Whse_A;2;28000
Product_1470;Whse_A;2;100800
Product_1341;Whse_C;2;3818000
Product_1825;Whse_S;2;82500
Product_1018;Whse_J;2;474000
Product_1410;Whse_J;2;213300
Product_1439;Whse_J;2;74000
Product_1453;Whse_J;2;812900
Product_1991;Whse_J;2;58800
Product_1134;Whse_J;2;67500
Product_1269;Whse_J;2;166000
Product_0064;Whse_J;2;228000
Product_0071;Whse_J;2;60000
Product_1270;Whse_J;2;32000
Product_1418;Whse_J;2;121600
Product_1375;Whse_J;2;43000
Product_1480;Whse_J;2;64000
Product_1465;Whse_J;2;112000
Product_1380;Whse_J;2;31800
Product_1461;Whse_A;2;32050
Product_1250;Whse_A;2;24300
Product_1496;Whse_A;2;163650
Product_1431;Whse_A;2;15000
Product_1432;Whse_A;2;129000
Product_1513;Whse_A;2;65200
Product_0980;Whse_A;2;3600
Product_1387;Whse_J;2;32500
Product_1278;Whse_J;2;90000
Product_1150;Whse_J;2;175000
Product_1461;Whse_J;2;4250
Product_1787;Whse_J;2;102500
Product_1886;Whse_J;2;233500
Product_1149;Whse_J;2;100000
Product_1246;Whse_J;2;110000
Product_1279;Whse_J;2;23000
Product_1404;Whse_J;2;26000
Product_1157;Whse_J;2;180000
Product_1435;Whse_J;2;172000
Product_1520;Whse_J;2;181000
Product_1267;Whse_J;2;3000
Product_0998;Whse_J;2;5000
Product_1216;Whse_S;2;13000
Product_0063;Whse_S;2;230000
Product_1341;Whse_S;2;3045000
Product_1245;Whse_C;2;1380000
Product_1278;Whse_C;2;681000
Product_0071;Whse_C;2;110000
Product_1342;Whse_C;2;229000
Product_1450;Whse_C;2;7000
Product_1147;Whse_J;2;90000
Product_0094;Whse_C;2;132500
Product_1263;Whse_C;2;74000
Product_1480;Whse_C;2;94000
Product_0984;Whse_J;2;25200
Product_1250;Whse_J;2;311500
Product_1825;Whse_J;2;340000
Product_1216;Whse_C;2;19000
Product_1469;Whse_J;2;80700
Product_1496;Whse_J;2;13700
Product_1513;Whse_J;2;46500
Product_1581;Whse_C;2;17000
Product_1403;Whse_C;2;115000
Product_1823;Whse_C;2;75000
Product_1278;Whse_S;2;216000
Product_1394;Whse_S;2;40000
Product_1404;Whse_S;2;99000
Product_1246;Whse_S;2;88000
Product_1393;Whse_S;2;787000
Product_1570;Whse_S;2;271500
Product_1410;Whse_A;2;71100
Product_0021;Whse_J;2;34500
Product_1047;Whse_J;2;20000
Product_1264;Whse_C;2;178000
Product_1502;Whse_C;2;285500
Product_1241;Whse_C;2;119000
Product_1493;Whse_J;2;46200
Product_1581;Whse_J;2;124000
Product_1548;Whse_A;2;68100
Product_0936;Whse_A;2;157500
Product_1904;Whse_S;2;195000
Product_0063;Whse_J;2;192000
Product_0070;Whse_J;2;142000
Product_1407;Whse_J;2;2000
Product_1224;Whse_J;2;113000
Product_1839;Whse_S;2;5000
Product_1348;Whse_S;2;7000
Product_1281;Whse_S;2;11000
Product_0998;Whse_S;2;61800
Product_2042;Whse_J;2;100000
Product_1290;Whse_J;2;219000
Product_1356;Whse_C;2;17000
Product_1350;Whse_C;2;56000
Product_0033;Whse_C;2;82500
Product_1520;Whse_C;2;31000
Product_1904;Whse_C;2;394000
Product_1195;Whse_C;2;46000
Product_1198;Whse_C;2;7000
Product_1479;Whse_C;2;8000
Product_1361;Whse_J;2;590000
Product_0063;Whse_C;2;36000
Product_1407;Whse_C;2;29000
Product_0002;Whse_C;2;9000
Product_1991;Whse_C;2;400
Product_1241;Whse_S;2;584000
Product_1570;Whse_J;2;19500
Product_1397;Whse_J;2;72000
Product_1825;Whse_A;2;92500
Product_0936;Whse_J;2;165000
Product_0943;Whse_J;2;33000
Product_1766;Whse_J;2;85000
Product_1388;Whse_A;2;119000
Product_1387;Whse_A;2;2900
Product_1839;Whse_A;2;11000
Product_1886;Whse_A;2;100
Product_1163;Whse_J;2;80000
Product_1394;Whse_J;2;79000
Product_0979;Whse_S;2;18100
Product_0077;Whse_S;2;20000
Product_0094;Whse_S;2;20000
Product_0374;Whse_S;2;53000
Product_1450;Whse_S;2;24000
Product_1567;Whse_S;2;454500
Product_1264;Whse_A;2;39000
Product_1824;Whse_S;2;55000
Product_1574;Whse_S;2;1721500
Product_1247;Whse_C;2;262000
Product_1281;Whse_C;2;86000
Product_1886;Whse_C;2;300
Product_1480;Whse_S;2;49000
Product_1466;Whse_C;2;55000
Product_1521;Whse_C;2;4000
Product_1237;Whse_S;2;201000
Product_0021;Whse_C;2;10000
Product_0083;Whse_S;2;3000000
Product_1355;Whse_S;2;30000
Product_1153;Whse_J;2;20000
Product_1281;Whse_J;2;22000
Product_1342;Whse_S;2;242000
Product_0424;Whse_A;2;141000
Product_0031;Whse_A;2;6400
Product_0981;Whse_A;2;22550
Product_1195;Whse_S;2;21000
Product_1279;Whse_S;2;22000
Product_1817;Whse_J;2;50000
Product_1886;Whse_S;2;60600
Product_0012;Whse_S;2;30000
Product_1245;Whse_S;2;158000
Product_1466;Whse_S;2;81000
Product_1242;Whse_S;2;126000
Product_1479;Whse_S;2;52000
Product_0998;Whse_A;2;1500
Product_1165;Whse_J;2;400000
Product_0031;Whse_S;2;1000
Product_1387;Whse_S;2;2600
Product_1388;Whse_J;2;5000
Product_1195;Whse_J;2;79000
Product_1766;Whse_C;2;2000
Product_1502;Whse_J;2;13000
Product_1396;Whse_J;2;8000
Product_1247;Whse_J;2;24000
Product_0980;Whse_J;2;20700
Product_1766;Whse_S;2;13000
Product_1166;Whse_C;2;500000
Product_1162;Whse_J;2;415000
Product_0387;Whse_C;2;7000
Product_1394;Whse_C;2;160000
Product_1970;Whse_C;2;1000
Product_1521;Whse_S;2;62000
Product_1787;Whse_S;2;20000
Product_1512;Whse_C;2;3000
Product_0374;Whse_C;2;3000
Product_0936;Whse_S;2;100000
Product_0084;Whse_S;2;205000
Product_1350;Whse_S;2;104000
Product_1502;Whse_S;2;15000
Product_1466;Whse_J;2;2000
Product_1512;Whse_A;2;8500
Product_1269;Whse_S;2;3000
Product_1403;Whse_S;2;221000
Product_0065;Whse_J;2;69000
Product_0071;Whse_S;2;27000
Product_1404;Whse_C;2;7000
Product_0064;Whse_S;2;50000
Product_1431;Whse_C;2;108000
Product_1355;Whse_C;2;3000
Product_1812;Whse_J;2;20000
Product_1432;Whse_S;2;7000
Product_1156;Whse_J;2;135000
Product_1570;Whse_C;2;80000
Product_1135;Whse_C;2;47000
Product_1234;Whse_S;2;70000
Product_1393;Whse_C;2;10000
Product_0073;Whse_J;2;55000
Product_0085;Whse_J;2;108000
Product_1465;Whse_S;2;1000
Product_0070;Whse_S;2;18000
Product_1465;Whse_C;2;5000
Product_1348;Whse_J;2;4000
Product_1817;Whse_S;2;25000
Product_1016;Whse_S;2;700
Product_0002;Whse_S;2;10000
Product_1624;Whse_J;2;90000
Product_1970;Whse_S;2;3000
Product_1825;Whse_C;2;20000
Product_1970;Whse_J;3;289000
Product_1991;Whse_J;3;53300
Product_1359;Whse_J;3;7775000
Product_0002;Whse_S;3;85000
Product_1450;Whse_S;3;12000
Product_1274;Whse_J;3;1962000
Product_1382;Whse_J;3;1166700
Product_1452;Whse_J;3;325200
Product_1453;Whse_J;3;1027900
Product_1278;Whse_C;3;707000
Product_0033;Whse_S;3;530500
Product_1825;Whse_J;3;277500
Product_0936;Whse_S;3;215000
Product_1520;Whse_C;3;52000
Product_1377;Whse_J;3;987600
Product_1455;Whse_J;3;73900
Product_1451;Whse_J;3;1507000
Product_0066;Whse_J;3;38000
Product_1350;Whse_S;3;422000
Product_0012;Whse_J;3;55000
Product_1355;Whse_J;3;215000
Product_1224;Whse_J;3;134000
Product_1216;Whse_J;3;97000
Product_1581;Whse_J;3;113000
Product_1342;Whse_C;3;185000
Product_1394;Whse_C;3;314000
Product_1886;Whse_J;3;209200
Product_1222;Whse_J;3;168700
Product_1839;Whse_J;3;247000
Product_1264;Whse_S;3;535000
Product_1342;Whse_S;3;1104000
Product_1432;Whse_S;3;2064000
Product_1480;Whse_S;3;250000
Product_1287;Whse_J;3;1491800
Product_1295;Whse_J;3;2190800
Product_1378;Whse_J;3;1337700
Product_1152;Whse_J;3;640000
Product_0979;Whse_J;3;40400
Product_1360;Whse_J;3;1222000
Product_0931;Whse_J;3;255000
Product_1023;Whse_J;3;67400
Product_0063;Whse_J;3;153000
Product_1570;Whse_J;3;2500
Product_0082;Whse_J;3;371000
Product_1134;Whse_J;3;92200
Product_1456;Whse_J;3;323150
Product_1294;Whse_J;3;1337100
Product_1286;Whse_J;3;2037200
Product_1493;Whse_J;3;44050
Product_1163;Whse_J;3;85000
Product_1248;Whse_J;3;4533000
Product_1526;Whse_J;3;271000
Product_1430;Whse_J;3;214100
Product_0016;Whse_J;3;95900
Product_0012;Whse_C;3;2000
Product_1245;Whse_C;3;1300000
Product_1247;Whse_C;3;344000
Product_1263;Whse_S;3;350000
Product_1341;Whse_S;3;2716000
Product_0979;Whse_A;3;33300
Product_0984;Whse_A;3;23000
Product_0998;Whse_A;3;7700
Product_1450;Whse_J;3;211000
Product_0981;Whse_J;3;41300
Product_0083;Whse_J;3;232000
Product_0031;Whse_J;3;59600
Product_1479;Whse_J;3;203000
Product_1469;Whse_J;3;65700
Product_1157;Whse_J;3;610000
Product_1554;Whse_J;3;479900
Product_0064;Whse_J;3;203000
Product_0071;Whse_J;3;54000
Product_1016;Whse_J;3;1630100
Product_1135;Whse_J;3;175000
Product_1290;Whse_J;3;244000
Product_1241;Whse_J;3;995000
Product_1264;Whse_J;3;693000
Product_1521;Whse_J;3;117000
Product_1439;Whse_J;3;104000
Product_1470;Whse_A;3;123700
Product_1341;Whse_C;3;2590000
Product_1466;Whse_C;3;150000
Product_0021;Whse_J;3;20000
Product_0033;Whse_J;3;224000
Product_1470;Whse_J;3;38300
Product_1432;Whse_J;3;341000
Product_1356;Whse_J;3;201000
Product_1458;Whse_J;3;74000
Product_1387;Whse_J;3;48200
Product_1463;Whse_J;3;155300
Product_1512;Whse_J;3;232200
Product_1388;Whse_J;3;6700
Product_1513;Whse_J;3;32200
Product_1278;Whse_J;3;88000
Product_1350;Whse_J;3;1100000
Product_1418;Whse_J;3;134200
Product_1520;Whse_J;3;188000
Product_1380;Whse_J;3;36300
Product_1556;Whse_J;3;82000
Product_1555;Whse_J;3;150700
Product_1496;Whse_A;3;222900
Product_0936;Whse_J;3;180000
Product_1247;Whse_J;3;28000
Product_1156;Whse_J;3;325000
Product_1787;Whse_J;3;57500
Product_0984;Whse_J;3;28200
Product_1312;Whse_J;3;71100
Product_1396;Whse_J;3;27000
Product_1839;Whse_S;3;9000
Product_1356;Whse_S;3;109000
Product_1825;Whse_S;3;115000
Product_1159;Whse_J;3;230000
Product_1570;Whse_C;3;79500
Product_1316;Whse_J;3;191300
Product_1350;Whse_C;3;112000
Product_1262;Whse_J;3;295500
Product_0094;Whse_C;3;131000
Product_1502;Whse_C;3;353500
Product_1263;Whse_C;3;148000
Product_1393;Whse_S;3;1059000
Product_1403;Whse_S;3;248000
Product_1381;Whse_J;3;369100
Product_1256;Whse_J;3;84000
Product_0933;Whse_J;3;95000
Product_1250;Whse_J;3;225600
Product_1246;Whse_J;3;101000
Product_1393;Whse_J;3;230000
Product_1315;Whse_J;3;132500
Product_1242;Whse_J;3;54000
Product_1512;Whse_C;3;15300
Product_1279;Whse_C;3;223000
Product_1278;Whse_S;3;256000
Product_1394;Whse_S;3;62000
Product_1431;Whse_S;3;777000
Product_0012;Whse_S;3;38000
Product_0981;Whse_A;3;20250
Product_1250;Whse_A;3;49700
Product_1299;Whse_A;3;45000
Product_1198;Whse_J;3;75000
Product_1394;Whse_J;3;66000
Product_1397;Whse_J;3;60000
Product_1469;Whse_A;3;11000
Product_1410;Whse_A;3;117900
Product_0980;Whse_A;3;19500
Product_1241;Whse_C;3;89000
Product_1410;Whse_J;3;193000
Product_1403;Whse_J;3;286000
Product_1375;Whse_J;3;73000
Product_1766;Whse_J;3;85000
Product_0065;Whse_J;3;151000
Product_0073;Whse_J;3;184000
Product_0085;Whse_J;3;241000
Product_1465;Whse_J;3;78000
Product_1233;Whse_J;3;45000
Product_0031;Whse_A;3;3000
Product_1388;Whse_A;3;161300
Product_1825;Whse_A;3;72500
Product_1461;Whse_A;3;27600
Product_1281;Whse_J;3;27000
Product_0070;Whse_J;3;59000
Product_0943;Whse_J;3;52000
Product_1496;Whse_J;3;17700
Product_1823;Whse_J;3;95000
Product_1904;Whse_S;3;202000
Product_1404;Whse_S;3;14000
Product_1355;Whse_S;3;74000
Product_1234;Whse_S;3;152000
Product_1567;Whse_S;3;681500
Product_1574;Whse_S;3;1069500
Product_1241;Whse_S;3;820000
Product_0387;Whse_S;3;101000
Product_0374;Whse_S;3;90000
Product_1279;Whse_J;3;50000
Product_1281;Whse_S;3;94000
Product_1431;Whse_C;3;111000
Product_1281;Whse_C;3;136000
Product_1432;Whse_C;3;87000
Product_1151;Whse_J;3;345000
Product_0984;Whse_S;3;6000
Product_0998;Whse_S;3;43900
Product_1147;Whse_J;3;20000
Product_1502;Whse_S;3;59500
Product_1480;Whse_C;3;1564000
Product_0021;Whse_S;3;27500
Product_1361;Whse_J;3;230000
Product_1461;Whse_J;3;3300
Product_0021;Whse_C;3;58000
Product_0083;Whse_S;3;1420000
Product_1480;Whse_J;3;37000
Product_1387;Whse_C;3;3800
Product_1403;Whse_C;3;133000
Product_1466;Whse_S;3;46000
Product_1282;Whse_J;3;190000
Product_1435;Whse_S;3;8000
Product_1149;Whse_J;3;230000
Product_1548;Whse_A;3;74150
Product_1839;Whse_A;3;13000
Product_1435;Whse_A;3;9000
Product_1432;Whse_A;3;55000
Product_1279;Whse_S;3;2000
Product_1267;Whse_J;3;2000
Product_1970;Whse_S;3;69000
Product_1270;Whse_C;3;25000
Product_1439;Whse_C;3;36000
Product_0374;Whse_C;3;20000
Product_1479;Whse_S;3;13000
Product_1465;Whse_S;3;9000
Product_0424;Whse_A;3;37000
Product_1018;Whse_J;3;176000
Product_1825;Whse_C;3;52500
Product_1435;Whse_J;3;20000
Product_1270;Whse_J;3;24000
Product_0936;Whse_A;3;55000
Product_1387;Whse_A;3;4500
Product_1466;Whse_J;3;12000
Product_1195;Whse_S;3;12000
Product_1312;Whse_S;3;300
Product_0083;Whse_C;3;328000
Product_1393;Whse_C;3;47000
Product_1158;Whse_J;3;112000
Product_1970;Whse_C;3;5000
Product_1512;Whse_A;3;1600
Product_1264;Whse_A;3;33000
Product_1513;Whse_A;3;55300
Product_1904;Whse_C;3;176000
Product_1356;Whse_C;3;3000
Product_0064;Whse_S;3;50000
Product_0071;Whse_S;3;10000
Product_1766;Whse_C;3;3000
Product_1824;Whse_S;3;55000
Product_1502;Whse_J;3;73500
Product_1479;Whse_C;3;18000
Product_1264;Whse_C;3;75000
Product_1016;Whse_C;3;1000
Product_1269;Whse_J;3;151000
Product_1195;Whse_J;3;83000
Product_1812;Whse_J;3;20000
Product_1165;Whse_J;3;5000
Product_1234;Whse_J;3;7000
Product_0980;Whse_J;3;11200
Product_1904;Whse_J;3;21000
Product_1817;Whse_J;3;20000
Product_1581;Whse_C;3;32000
Product_2042;Whse_J;3;100000
Product_1624;Whse_J;3;91000
Product_1348;Whse_S;3;4000
Product_1245;Whse_S;3;70000
